,ftm,home,opponent,Age_x,#days_x,BA,OBP,SLG,OPS,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,throws,bats,opp_hand,VAL
2455,Boston Red Sox,0,Toronto Blue Jays,30.0,0.0,0.335,0.406,0.654,1.06,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,14.0
2456,Seattle Mariners,0,Houston Astros,31.0,0.0,0.243,0.32299999999999995,0.326,0.649,2.65,1.0,666.0,2735.0,68%,18%,14%,30%,24%,13%,0.9309999999999999,0.271,11.8,7.69,R,R,False,10.0
2457,San Francisco Giants,1,Pittsburgh Pirates,31.0,0.0,0.255,0.354,0.415,0.769,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,R,True,0.0
2458,Pittsburgh Pirates,0,San Francisco Giants,31.0,10.0,0.262,0.32899999999999996,0.397,0.726,4.68,0.0,501.0,1899.0,64%,19%,7%,51%,24%,4%,1.349,0.327,7.8,3.32,L,R,True,2.0
2459,Pittsburgh Pirates,0,San Francisco Giants,25.0,0.0,0.267,0.331,0.381,0.7120000000000001,4.68,0.0,501.0,1899.0,64%,19%,7%,51%,24%,4%,1.349,0.327,7.8,3.32,L,L,False,5.0
2460,Boston Red Sox,0,Toronto Blue Jays,32.0,1.0,0.259,0.327,0.47200000000000003,0.8,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,L,True,0.0
2461,Milwaukee Brewers,1,San Diego Padres,29.0,0.0,0.248,0.313,0.45799999999999996,0.7709999999999999,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,L,True,0.0
2462,Los Angeles Dodgers,0,Colorado Rockies,27.0,0.0,0.256,0.377,0.584,0.961,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,L,True,14.0
2463,Washington Nationals,1,Atlanta Braves,33.0,0.0,0.309,0.34700000000000003,0.456,0.8029999999999999,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,L,True,10.0
2465,Boston Red Sox,0,Toronto Blue Jays,31.0,0.0,0.257,0.282,0.371,0.653,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,20.0
2466,Baltimore Orioles,0,Tampa Bay Rays,24.0,0.0,0.22699999999999998,0.309,0.371,0.68,3.6,1.0,136.0,537.0,61%,14%,15%,45%,30%,7%,1.6669999999999998,0.402,10.8,2.57,R,R,False,14.0
2467,Texas Rangers,0,New York Yankees,24.0,0.0,0.26899999999999996,0.345,0.47100000000000003,0.816,3.05,0.0,225.0,931.0,63%,19%,13%,44%,23%,5%,0.982,0.244,11.3,3.89,R,L,True,5.0
2468,San Francisco Giants,1,Pittsburgh Pirates,27.0,0.0,0.25,0.308,0.34600000000000003,0.654,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,L,True,11.0
2469,Atlanta Braves,0,Washington Nationals,25.0,15.0,0.0,0.0,0.0,0.0,3.89,0.0,167.0,678.0,66%,12%,14%,33%,15%,8%,1.08,0.23399999999999999,10.6,3.5,R,R,False,0.0
2470,Boston Red Sox,0,Toronto Blue Jays,35.0,0.0,0.304,0.39299999999999996,0.57,0.963,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,2.0
2471,Los Angeles Dodgers,0,Colorado Rockies,26.0,2.0,0.243,0.319,0.511,0.83,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,L,True,16.0
2472,San Francisco Giants,1,Pittsburgh Pirates,35.0,0.0,0.22,0.253,0.293,0.546,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,R,True,0.0
2473,Milwaukee Brewers,1,San Diego Padres,27.0,0.0,0.261,0.3,0.414,0.713,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,13.0
2474,Cleveland Indians,1,Minnesota Twins,29.0,1.0,0.156,0.23800000000000002,0.231,0.469,3.42,1.0,209.0,813.0,67%,22%,11%,46%,27%,6%,1.101,0.315,10.3,4.29,L,R,True,0.0
2475,Baltimore Orioles,0,Tampa Bay Rays,28.0,5.0,0.196,0.31,0.315,0.625,3.6,1.0,136.0,537.0,61%,14%,15%,45%,30%,7%,1.6669999999999998,0.402,10.8,2.57,R,L,True,0.0
2476,Toronto Blue Jays,1,Boston Red Sox,29.0,0.0,0.255,0.284,0.42200000000000004,0.706,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,R,False,10.0
2477,Milwaukee Brewers,1,San Diego Padres,31.0,0.0,0.253,0.309,0.381,0.69,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,10.0
2478,San Diego Padres,0,Milwaukee Brewers,28.0,0.0,0.253,0.308,0.342,0.649,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,R,False,10.0
2479,Pittsburgh Pirates,0,San Francisco Giants,26.0,0.0,0.24600000000000002,0.337,0.48700000000000004,0.8240000000000001,4.68,0.0,501.0,1899.0,64%,19%,7%,51%,24%,4%,1.349,0.327,7.8,3.32,L,L,False,9.0
2480,Minnesota Twins,0,Cleveland Indians,24.0,0.0,0.268,0.33,0.402,0.732,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,S,True,18.0
2481,San Francisco Giants,1,Pittsburgh Pirates,31.0,0.0,0.284,0.359,0.382,0.741,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,R,True,0.0
2482,Texas Rangers,0,New York Yankees,25.0,0.0,0.256,0.33799999999999997,0.457,0.794,3.05,0.0,225.0,931.0,63%,19%,13%,44%,23%,5%,0.982,0.244,11.3,3.89,R,S,True,17.0
2483,Los Angeles Dodgers,0,Colorado Rockies,27.0,2.0,0.268,0.327,0.467,0.794,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,5.0
2484,Cleveland Indians,1,Minnesota Twins,25.0,0.0,0.295,0.408,0.616,1.024,3.42,1.0,209.0,813.0,67%,22%,11%,46%,27%,6%,1.101,0.315,10.3,4.29,L,S,True,6.0
2485,Cleveland Indians,1,Minnesota Twins,25.0,0.0,0.295,0.408,0.616,1.024,3.42,1.0,209.0,813.0,67%,22%,11%,46%,27%,6%,1.101,0.315,10.3,4.29,L,R,True,6.0
2486,Houston Astros,1,Seattle Mariners,31.0,0.0,0.242,0.315,0.401,0.716,3.89,0.0,187.0,648.0,70%,17%,11%,28%,23%,12%,1.136,0.262,8.4,3.42,R,L,True,2.0
2487,Washington Nationals,1,Atlanta Braves,28.0,0.0,0.29100000000000004,0.35200000000000004,0.49700000000000005,0.85,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,R,False,12.0
2488,San Diego Padres,0,Milwaukee Brewers,26.0,0.0,0.244,0.304,0.484,0.7879999999999999,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,R,False,27.0
2489,San Diego Padres,0,Milwaukee Brewers,20.0,0.0,0.235,0.287,0.451,0.738,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,R,False,24.0
2490,Washington Nationals,1,Atlanta Braves,34.0,1.0,0.255,0.335,0.49700000000000005,0.8320000000000001,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,R,False,5.0
2491,Baltimore Orioles,0,Tampa Bay Rays,27.0,5.0,0.22699999999999998,0.28800000000000003,0.42,0.708,3.6,1.0,136.0,537.0,61%,14%,15%,45%,30%,7%,1.6669999999999998,0.402,10.8,2.57,R,R,False,17.0
2492,New York Yankees,1,Texas Rangers,33.0,0.0,0.114,0.205,0.2,0.405,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,,True,0.0
2493,New York Yankees,1,Texas Rangers,29.0,0.0,0.25,0.3,0.426,0.727,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,R,True,0.0
2494,Minnesota Twins,0,Cleveland Indians,26.0,0.0,0.29100000000000004,0.32899999999999996,0.486,0.815,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,L,False,5.0
2496,Minnesota Twins,0,Cleveland Indians,25.0,0.0,0.21,0.285,0.41200000000000003,0.6970000000000001,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,R,True,3.0
2497,Milwaukee Brewers,1,San Diego Padres,26.0,0.0,0.23600000000000002,0.267,0.423,0.69,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,13.0
2498,Seattle Mariners,0,Houston Astros,30.0,0.0,0.221,0.271,0.406,0.677,2.65,1.0,666.0,2735.0,68%,18%,14%,30%,24%,13%,0.9309999999999999,0.271,11.8,7.69,R,L,True,8.0
2499,Seattle Mariners,0,Houston Astros,28.0,0.0,0.315,0.344,0.434,0.778,2.65,1.0,666.0,2735.0,68%,18%,14%,30%,24%,13%,0.9309999999999999,0.271,11.8,7.69,R,R,False,26.0
2500,Milwaukee Brewers,1,San Diego Padres,28.0,0.0,0.24600000000000002,0.337,0.484,0.821,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,L,True,16.0
2501,San Francisco Giants,1,Pittsburgh Pirates,25.0,0.0,0.27699999999999997,0.38299999999999995,0.345,0.728,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,R,True,5.0
2502,Tampa Bay Rays,1,Baltimore Orioles,25.0,1.0,0.307,0.377,0.433,0.81,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,L,True,11.0
2503,Toronto Blue Jays,1,Boston Red Sox,31.0,0.0,0.251,0.358,0.45899999999999996,0.8170000000000001,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,S,True,17.0
2504,Toronto Blue Jays,1,Boston Red Sox,30.0,13.0,0.23399999999999999,0.28800000000000003,0.39799999999999996,0.6859999999999999,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,S,True,3.0
2505,Washington Nationals,1,Atlanta Braves,19.0,0.0,0.28800000000000003,0.40700000000000003,0.51,0.9179999999999999,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,L,True,4.0
2506,Seattle Mariners,0,Houston Astros,34.0,0.0,0.27699999999999997,0.355,0.44,0.795,2.65,1.0,666.0,2735.0,68%,18%,14%,30%,24%,13%,0.9309999999999999,0.271,11.8,7.69,R,L,True,33.0
2507,San Diego Padres,0,Milwaukee Brewers,27.0,0.0,0.24100000000000002,0.297,0.39,0.687,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,L,True,5.0
2508,New York Yankees,1,Texas Rangers,28.0,0.0,0.285,0.35700000000000004,0.539,0.895,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,R,True,14.0
2509,Houston Astros,1,Seattle Mariners,27.0,3.0,0.233,0.318,0.41,0.727,3.89,0.0,187.0,648.0,70%,17%,11%,28%,23%,12%,1.136,0.262,8.4,3.42,R,R,False,0.0
2510,Colorado Rockies,1,Los Angeles Dodgers,25.0,0.0,0.294,0.348,0.5479999999999999,0.897,2.62,0.0,446.0,1746.0,67%,19%,12%,48%,22%,6%,1.127,0.32,9.9,7.12,R,R,False,5.0
2513,Tampa Bay Rays,1,Baltimore Orioles,30.0,1.0,0.209,0.248,0.237,0.486,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,R,False,4.0
2514,Atlanta Braves,0,Washington Nationals,34.0,3.0,0.261,0.325,0.426,0.7509999999999999,3.89,0.0,167.0,678.0,66%,12%,14%,33%,15%,8%,1.08,0.23399999999999999,10.6,3.5,R,R,False,5.0
2515,Atlanta Braves,0,Washington Nationals,24.0,0.0,0.243,0.298,0.405,0.703,3.89,0.0,167.0,678.0,66%,12%,14%,33%,15%,8%,1.08,0.23399999999999999,10.6,3.5,R,R,False,4.0
2516,Los Angeles Dodgers,0,Colorado Rockies,27.0,0.0,0.249,0.324,0.439,0.763,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,16.0
2517,Washington Nationals,1,Atlanta Braves,27.0,0.0,0.233,0.295,0.37,0.665,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,R,False,14.0
2518,Texas Rangers,0,New York Yankees,22.0,0.0,0.20800000000000002,0.255,0.25,0.505,3.05,0.0,225.0,931.0,63%,19%,13%,44%,23%,5%,0.982,0.244,11.3,3.89,R,R,False,0.0
2519,Toronto Blue Jays,1,Boston Red Sox,27.0,0.0,0.231,0.276,0.379,0.655,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,R,False,14.0
2520,Baltimore Orioles,0,Tampa Bay Rays,32.0,5.0,0.261,0.313,0.452,0.764,3.6,1.0,136.0,537.0,61%,14%,15%,45%,30%,7%,1.6669999999999998,0.402,10.8,2.57,R,R,False,3.0
2521,Los Angeles Dodgers,0,Colorado Rockies,33.0,0.0,0.3,0.392,0.496,0.888,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,6.0
2522,Washington Nationals,1,Atlanta Braves,25.0,0.0,0.267,0.33399999999999996,0.406,0.74,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,R,False,8.0
2523,Colorado Rockies,1,Los Angeles Dodgers,25.0,9.0,0.15,0.213,0.239,0.452,2.62,0.0,446.0,1746.0,67%,19%,12%,48%,22%,6%,1.127,0.32,9.9,7.12,R,R,False,0.0
2524,Baltimore Orioles,0,Tampa Bay Rays,27.0,0.0,0.265,0.324,0.396,0.72,3.6,1.0,136.0,537.0,61%,14%,15%,45%,30%,7%,1.6669999999999998,0.402,10.8,2.57,R,S,True,2.0
2525,New York Yankees,1,Texas Rangers,32.0,0.0,0.233,0.312,0.358,0.6709999999999999,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,S,True,28.0
2526,Houston Astros,1,Seattle Mariners,27.0,0.0,0.314,0.397,0.637,1.034,3.89,0.0,187.0,648.0,70%,17%,11%,28%,23%,12%,1.136,0.262,8.4,3.42,R,R,False,25.0
2527,Washington Nationals,1,Atlanta Braves,32.0,0.0,0.24,0.32299999999999995,0.363,0.6859999999999999,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,S,True,4.0
2528,Minnesota Twins,0,Cleveland Indians,35.0,1.0,0.17800000000000002,0.242,0.281,0.523,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,R,True,5.0
2529,Baltimore Orioles,0,Tampa Bay Rays,27.0,0.0,0.25,0.284,0.42200000000000004,0.705,3.6,1.0,136.0,537.0,61%,14%,15%,45%,30%,7%,1.6669999999999998,0.402,10.8,2.57,R,R,False,5.0
2531,Milwaukee Brewers,1,San Diego Padres,26.0,0.0,0.311,0.374,0.5329999999999999,0.907,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,L,True,2.0
2532,Washington Nationals,1,Atlanta Braves,33.0,0.0,0.26,0.33,0.52,0.851,3.13,2.0,397.0,1518.0,64%,18%,10%,45%,23%,8%,1.085,0.255,9.0,3.27,R,R,False,5.0
2533,Seattle Mariners,0,Houston Astros,27.0,0.0,0.193,0.251,0.41700000000000004,0.6679999999999999,2.65,1.0,666.0,2735.0,68%,18%,14%,30%,24%,13%,0.9309999999999999,0.271,11.8,7.69,R,R,False,0.0
2534,Chicago White Sox,1,Cleveland Indians,31.0,4.0,0.272,0.331,0.491,0.821,4.59,0.0,138.0,567.0,67%,16%,15%,34%,21%,15%,1.17,0.247,11.1,3.42,R,R,False,3.0
2535,Atlanta Braves,1,Milwaukee Brewers,20.0,0.0,0.285,0.353,0.57,0.924,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,,True,15.0
2536,Tampa Bay Rays,0,Toronto Blue Jays,22.0,0.0,0.261,0.324,0.418,0.742,1.59,0.0,42.0,183.0,61%,16%,13%,41%,26%,15%,0.618,0.14300000000000002,7.1,3.0,L,R,True,26.0
2537,Washington Nationals,0,Chicago Cubs,29.0,0.0,0.256,0.331,0.508,0.8390000000000001,3.13,0.0,197.0,874.0,64%,15%,11%,37%,30%,7%,1.37,0.282,11.7,2.0,L,L,False,0.0
2538,Detroit Tigers,1,Minnesota Twins,33.0,0.0,0.284,0.32,0.42100000000000004,0.741,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,L,True,0.0
2539,Minnesota Twins,0,Detroit Tigers,28.0,1.0,0.25,0.308,0.381,0.6890000000000001,4.18,0.0,402.0,1495.0,67%,18%,10%,36%,28%,10%,1.268,0.303,7.9,4.88,R,S,True,13.0
2540,Milwaukee Brewers,0,Atlanta Braves,28.0,0.0,0.27899999999999997,0.363,0.562,0.925,1.5,0.0,24.0,100.0,62%,20%,13%,30%,40%,10%,1.0,0.111,15.0,2.5,R,R,False,5.0
2541,Arizona D'Backs,0,Cincinnati Reds,28.0,0.0,0.243,0.299,0.444,0.743,2.37,0.0,227.0,896.0,67%,17%,16%,38%,28%,9%,1.018,0.245,9.6,4.07,R,R,False,3.0
2542,Atlanta Braves,1,Milwaukee Brewers,21.0,0.0,0.272,0.309,0.46799999999999997,0.777,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,S,True,15.0
2543,Philadelphia Phillies,0,San Diego Padres,25.0,1.0,0.252,0.309,0.386,0.695,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,5.0
2544,Chicago Cubs,1,Washington Nationals,24.0,0.0,0.301,0.342,0.41200000000000003,0.754,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,,True,0.0
2545,Cleveland Indians,0,Chicago White Sox,31.0,0.0,0.248,0.312,0.446,0.758,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,L,False,6.0
2546,Miami Marlins,1,New York Mets,25.0,0.0,0.27699999999999997,0.359,0.39799999999999996,0.7559999999999999,3.63,0.0,608.0,2387.0,66%,16%,12%,44%,26%,8%,1.21,0.3,9.0,3.11,R,R,False,2.0
2547,Chicago White Sox,1,Cleveland Indians,25.0,0.0,0.245,0.29,0.41600000000000004,0.706,4.59,0.0,138.0,567.0,67%,16%,15%,34%,21%,15%,1.17,0.247,11.1,3.42,R,R,False,5.0
2548,Texas Rangers,0,New York Yankees,29.0,0.0,0.26899999999999996,0.316,0.386,0.703,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,R,False,24.0
2549,New York Yankees,1,Texas Rangers,23.0,0.0,0.297,0.32799999999999996,0.521,0.8490000000000001,4.4,0.0,526.0,2112.0,65%,16%,10%,36%,26%,11%,1.124,0.264,7.3,3.71,L,R,True,14.0
2550,Milwaukee Brewers,0,Atlanta Braves,23.0,0.0,0.21600000000000003,0.249,0.27899999999999997,0.528,1.5,0.0,24.0,100.0,62%,20%,13%,30%,40%,10%,1.0,0.111,15.0,2.5,R,R,False,3.0
2551,Colorado Rockies,1,Los Angeles Dodgers,27.0,0.0,0.309,0.39,0.578,0.968,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,R,True,0.0
2552,San Diego Padres,1,Philadelphia Phillies,26.0,0.0,0.198,0.28800000000000003,0.28300000000000003,0.5720000000000001,4.3,0.0,168.0,667.0,66%,19%,12%,56%,18%,10%,1.4869999999999999,0.33299999999999996,9.8,2.56,L,L,False,4.0
2553,Arizona D'Backs,0,Cincinnati Reds,31.0,0.0,0.16699999999999998,0.299,0.309,0.608,2.37,0.0,227.0,896.0,67%,17%,16%,38%,28%,9%,1.018,0.245,9.6,4.07,R,L,True,0.0
2554,St. Louis Cardinals,0,Kansas City Royals,24.0,0.0,0.27899999999999997,0.35200000000000004,0.441,0.7929999999999999,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,R,False,21.0
2555,Chicago Cubs,1,Washington Nationals,25.0,0.0,0.295,0.327,0.573,0.9,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,R,False,4.0
2556,Cincinnati Reds,1,Arizona D'Backs,27.0,0.0,0.24100000000000002,0.325,0.366,0.691,3.74,0.0,195.0,824.0,60%,18%,11%,48%,21%,7%,1.431,0.308,11.4,2.04,L,S,True,7.0
2557,Tampa Bay Rays,0,Toronto Blue Jays,22.0,0.0,0.209,0.327,0.406,0.733,1.59,0.0,42.0,183.0,61%,16%,13%,41%,26%,15%,0.618,0.14300000000000002,7.1,3.0,L,L,False,0.0
2558,Baltimore Orioles,1,Boston Red Sox,28.0,0.0,0.221,0.281,0.35,0.631,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,R,False,19.0
2559,Pittsburgh Pirates,0,San Francisco Giants,25.0,0.0,0.261,0.34600000000000003,0.4,0.745,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,S,True,11.0
2560,Los Angeles Dodgers,0,Colorado Rockies,22.0,0.0,0.26,0.344,0.467,0.8109999999999999,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,L,True,13.0
2561,Texas Rangers,0,New York Yankees,39.0,0.0,0.278,0.335,0.39,0.725,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,R,False,25.0
2562,Boston Red Sox,0,Baltimore Orioles,23.0,0.0,0.29600000000000004,0.377,0.49,0.867,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,L,False,24.0
2563,Boston Red Sox,0,Baltimore Orioles,25.0,0.0,0.33799999999999997,0.425,0.634,1.06,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,R,True,29.0
2564,New York Yankees,1,Texas Rangers,25.0,2.0,0.20199999999999999,0.292,0.397,0.6890000000000001,4.4,0.0,526.0,2112.0,65%,16%,10%,36%,26%,11%,1.124,0.264,7.3,3.71,L,L,False,0.0
2565,Colorado Rockies,1,Los Angeles Dodgers,31.0,0.0,0.278,0.345,0.479,0.8240000000000001,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,L,False,12.0
2566,Boston Red Sox,0,Baltimore Orioles,25.0,0.0,0.285,0.358,0.529,0.887,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,R,True,31.0
2567,Kansas City Royals,1,St. Louis Cardinals,25.0,0.0,0.214,0.301,0.33799999999999997,0.639,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,R,True,5.0
2568,Chicago Cubs,1,Washington Nationals,25.0,0.0,0.276,0.366,0.486,0.852,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,R,False,2.0
2569,Boston Red Sox,0,Baltimore Orioles,28.0,0.0,0.223,0.303,0.386,0.6890000000000001,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,L,False,28.0
2570,Cleveland Indians,0,Chicago White Sox,31.0,0.0,0.303,0.359,0.47100000000000003,0.83,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,L,False,0.0
2571,Houston Astros,1,Seattle Mariners,24.0,0.0,0.281,0.384,0.515,0.899,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,10.0
2572,Los Angeles Angels,1,Oakland Athletics,25.0,11.0,0.29100000000000004,0.33299999999999996,0.43,0.764,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,5.0
2573,Los Angeles Angels,1,Oakland Athletics,25.0,11.0,0.29100000000000004,0.33299999999999996,0.43,0.764,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,5.0
2575,Boston Red Sox,0,Baltimore Orioles,31.0,13.0,0.16699999999999998,0.14300000000000002,0.16699999999999998,0.31,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,,True,3.0
2576,Philadelphia Phillies,0,San Diego Padres,32.0,0.0,0.26,0.311,0.456,0.767,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,S,True,3.0
2577,Cleveland Indians,0,Chicago White Sox,33.0,0.0,0.265,0.31,0.43200000000000005,0.742,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,S,True,2.0
2578,Milwaukee Brewers,0,Atlanta Braves,32.0,0.0,0.308,0.401,0.42700000000000005,0.8270000000000001,1.5,0.0,24.0,100.0,62%,20%,13%,30%,40%,10%,1.0,0.111,15.0,2.5,R,R,False,0.0
2579,Los Angeles Angels,1,Oakland Athletics,30.0,0.0,0.22399999999999998,0.285,0.40399999999999997,0.688,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,L,True,16.0
2580,Los Angeles Angels,1,Oakland Athletics,30.0,0.0,0.22399999999999998,0.285,0.40399999999999997,0.688,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,L,True,16.0
2581,Texas Rangers,0,New York Yankees,23.0,11.0,0.275,0.325,0.391,0.716,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,L,True,3.0
